営業所名,営業所住所,営業所電話番号,申請者名,申請区分,指令番号,業種名,業態名,許可年月日,許可期間（開始）,許可期間（満了）
仕出し一大,秋田市土崎港中央三丁目１０－３４,018-845-1665,渡邉吉紀,継続,331,飲食店営業,一般,5/23/22,6/1/22,5/31/28
吉祥天,秋田市飯島道東二丁目１４－１５,018-845-1723,菅原眞利子,継続,326,飲食店営業,一般,5/23/22,6/1/22,5/31/27
開港堂,秋田市土崎港中央一丁目１４－８,018-845-1861,谷野惠子,継続,333,菓子製造業,一般,5/23/22,6/1/22,5/31/27
やきとり．だるま,秋田市土崎港中央三丁目３－１８,018-845-2272,鈴木由美子,継続,329,飲食店営業,一般,5/23/22,6/1/22,5/31/28
ロッテリア秋田土崎イオン店,秋田市土崎港南二丁目３－４１,018-845-3582,株式会社　ロッテリア,継続,330,飲食店営業,一般,5/23/22,6/1/22,5/31/28
仕出し、弁当　一菜,秋田市飯島川端三丁目１－５１,018-845-3799,保坂實,継続,318,飲食店営業,一般,5/23/22,6/1/22,5/31/28
イオン土崎港店　ドリップコーヒー売場,秋田市土崎港南二丁目３－４１,018-846-1221,イオン東北株式会社,継続,327,飲食店営業,一般,5/23/22,6/1/22,5/31/28
秋酸工業株式会社　秋田工場,秋田市飯島字砂田２６－７,018-846-5360,秋酸工業株式会社,継続,319,添加物製造業,一般,5/23/22,6/1/22,5/31/28
医療法人　久盛会　クローバー就労継続支援事業所,秋田市飯島道東二丁目１３－２０,018-846-9608,医療法人　久盛会,継続,325,そうざい製造業,一般,5/23/22,6/1/22,5/31/28
中央菓工　きた,秋田市土崎港相染町字浜ナシ山２－２２７,018-847-1349,北島敬治,継続,322,菓子製造業,一般,5/23/22,6/1/22,5/31/27
スナックますま,秋田市土崎港中央三丁目３－１８,018-847-3106,髙田みどり,継続,328,飲食店営業,一般,5/23/22,6/1/22,5/31/28
ピザテンフォー秋田飯島店,秋田市飯島道東一丁目８－１０,018-847-3884,株式会社　テンフォー,継続,324,飲食店営業,一般,5/23/22,6/1/22,5/31/28
ファミリーマート秋田土崎港相染町店,秋田市土崎港相染町字中谷地１６９－２,018-880-0420,中川真智子,継続,317,飲食店営業,一般,5/23/22,6/1/22,5/31/28
きりたんぽ稲美,秋田市内,,高崎武大,継続,315,飲食店営業,移動,5/23/22,6/1/22,5/31/27
味工房,秋田市内,,株式会社　ワールド,新規,316,飲食店営業,移動,5/23/22,5/23/22,5/31/27
メフォス北日本　５１２８７　号店,秋田市土崎港中央三丁目４－３９,018-816-0577,株式会社　メフォス北日本,新規,354,飲食店営業,一般,5/25/22,5/25/22,5/31/28
サッポロラーメン　白樺,秋田市土崎港中央三丁目１－１３,018-845-0590,有限会社　白樺,継続,356,飲食店営業,一般,5/25/22,6/1/22,5/31/28
株式会社　那波商店・山蕗,秋田市土崎港中央一丁目１４－１５,018-845-1001,株式会社　那波商店,継続,349,みそ又はしょうゆ製造業,一般,5/25/22,6/1/22,5/31/27
株式会社　那波商店・酒造部,秋田市土崎港中央一丁目１６－４１,018-845-1261,株式会社　那波商店　,継続,348,酒類製造業,一般,5/25/22,6/1/22,5/31/28
小林菓子舗,秋田市土崎港中央五丁目６－２５,018-845-1630,小林英眞,継続,350,菓子製造業,一般,5/25/22,6/1/22,5/31/28
スナックこずえ,秋田市土崎港中央一丁目１３－８　,018-845-3408,鈴木紀美子,継続,352,飲食店営業,一般,5/25/22,6/1/22,5/31/27
菊寿し,秋田市土崎港中央三丁目８－１４,018-845-3818,泉谷一,継続,353,飲食店営業,一般,5/25/22,6/1/22,5/31/28
東日本旅客鉄道株式会社　秋田支社　将軍野寮,秋田市土崎港東三丁目２－１０,018-847-3240,ＪＲ秋田鉄道サービス株式会社,継続,351,飲食店営業,一般,5/25/22,6/1/22,5/31/28
らーめん　秋田ひない軒,秋田市将軍野南四丁目５－７,018-893-3635,株式会社　大同観光,継続,355,飲食店営業,一般,5/25/22,6/1/22,5/31/28
笑夢,秋田市大町三丁目２－２２,,村井美信,新規,340,飲食店営業,一般,5/25/22,5/25/22,10/31/27
カレーハウス･ブー,秋田市内一円（出店計画書のとおり）,,杉山正孝,新規,343,飲食店営業,仮設,5/25/22,5/28/22,5/27/27
セブン－イレブン　秋田キャッスルホテル店,秋田市中通一丁目３－５,,安田君子,新規,341,飲食店営業,簡易,5/25/22,5/25/22,11/30/27
赤玉,秋田市土崎港南二丁目３－４１,018-845-0448,鳥海一房,継続,360,飲食店営業,一般,5/26/22,6/1/22,5/31/28
スナック　Ｐｉｔ－ｉｎ（ピットイン）,秋田市土崎港中央一丁目１０－１９,018-845-9605,倉部松吾,継続,366,飲食店営業,一般,5/26/22,6/1/22,5/31/27
ビジネス旅館　小野,秋田市飯島道東二丁目１４－１４,018-846-9077,小野ワカ,継続,357,飲食店営業,一般,5/26/22,6/1/22,5/31/28
有限会社　穀商,秋田市飯島字坂道端２０－８,018-847-0356,有限会社　穀商,継続,362,麺類製造業,一般,5/26/22,6/1/22,5/31/28
魚国総本社・秋田　２１３４１,秋田市飯島文京町１－１,018-847-5600,株式会社　魚国総本社　,継続,358,飲食店営業,一般,5/26/22,6/1/22,5/31/29
シャングリラ,秋田市土崎港西一丁目１０－４５,018-847-7144,秋田県貿易株式会社,継続,359,飲食店営業,一般,5/26/22,6/1/22,5/31/28
軽食　こまち,秋田市金足鳰崎字後山５２,018-873-4121,関谷登紀子,継続,367,飲食店営業,一般,5/26/22,6/1/22,5/31/28
やきとり　てる吉,秋田市金足追分字海老穴２６７,018-873-5115,鎌田貴康,継続,368,飲食店営業,一般,5/26/22,6/1/22,5/31/28
肉のわかばマイスター飯島店,秋田市飯島字寄進田８６－１,018-880-5828,有限会社　新明食材,継続,365,飲食店営業,一般,5/26/22,6/1/22,5/31/28
山勝,秋田市土崎港西三丁目１－４４,,泉谷俊市,継続,361,飲食店営業,一般,5/26/22,6/1/22,5/31/27
仙秋屋,秋田市内,,槻田勇,継続,364,飲食店営業,移動,5/26/22,6/1/22,5/31/27
ＩＢＵＳＨＩ　ＫＩＴＣＨＥＮ,秋田市内,,ＩＢＵＳＨＩ　ＫＩＴＣＨＥＮ合同会社,新規,363,飲食店営業,移動,5/26/22,5/26/22,5/31/27
ながい菓子店,秋田市将軍野南三丁目１１－１２,018-845-0680,永井敬,継続,380,菓子製造業,一般,5/27/22,6/1/22,5/31/28
千田肉店,秋田市土崎港中央三丁目１－７,018-845-1615,合資会社　千田商事,継続,378,食肉販売業,一般,5/27/22,6/1/22,5/31/28
丸亀製麺秋田,秋田市将軍野南一丁目１０－６２,018-845-7212,株式会社　丸亀製麺,継続,379,飲食店営業,一般,5/27/22,6/1/22,5/31/28
東北電力株式会社　第２将軍野寮,秋田市将軍野南一丁目１４－８２,018-846-8521,株式会社　エルタス東北,継続,387,飲食店営業,一般,5/27/22,6/1/22,5/31/28
住友ベークライト（株）秋田寮,秋田市土崎港中央四丁目１－８,018-857-1299,株式会社　秋田東北ダイケン,継続,385,飲食店営業,一般,5/27/22,6/1/22,5/31/28
カレーハウス　ブー,秋田市下新城中野字琵琶沼１９８－６,018-873-2957,杉山正孝,継続,391,飲食店営業,一般,5/27/22,6/1/22,5/31/27
マックスバリュ港北店,秋田市土崎港北七丁目２－２０,018-880-5711,イオン東北株式会社,継続,382,菓子製造業,一般,5/27/22,6/1/22,5/31/28
マックスバリュ港北店,秋田市土崎港北七丁目２－２０,018-880-5711,イオン東北株式会社,継続,381,飲食店営業,一般,5/27/22,6/1/22,5/31/28
マックスバリュ港北店,秋田市土崎港北七丁目２－２０,018-880-5711,イオン東北株式会社,継続,383,魚介類販売業,一般,5/27/22,6/1/22,5/31/28
マックスバリュ港北店,秋田市土崎港北七丁目２－２０,018-880-5711,イオン東北株式会社,継続,384,食肉販売業,一般,5/27/22,6/1/22,5/31/28
居酒屋　美保,秋田市港北新町８－２８,,中村定夫,継続,392,飲食店営業,一般,5/27/22,6/1/22,5/31/27
Ｌｉｌｙ,秋田市土崎港中央三丁目１０－１０,,玉田智章,継続,386,飲食店営業,一般,5/27/22,6/1/22,5/31/27
喰い処　ねぶた,秋田市土崎港中央一丁目１３－９,018-847-5566,村上勝彦,継続,394,飲食店営業,一般,5/31/22,6/1/22,5/31/27
和風スナック　おはなちゃん,秋田市金足大清水字大清水台１０５,,徳原シナ子,継続,396,飲食店営業,一般,5/31/22,6/1/22,5/31/27
ＣＬＵＢ　華蔵,秋田市大町五丁目４－２２,,田中怜,新規,395,飲食店営業,一般,5/31/22,5/31/22,10/31/27
社会福祉法人　秋田県身体障害者福祉協会　障害者支援施設　秋田ワークセンター,秋田市下北手柳舘字前田面１３４,018-831-8010,社会福祉法人　秋田県身体障害者福祉協会,新規,400,飲食店営業,一般,6/2/22,6/2/22,9/30/28
ローソン秋田将軍野青山店,秋田市将軍野青山町１２－１５,018-846-6060,株式会社　鳴海屋,新規,397,飲食店営業,一般,6/2/22,6/2/22,5/31/28
ローソン秋田外旭川八柳店,秋田市外旭川八柳三丁目１６－８,018-868-1539,株式会社　畠山商店,新規,399,飲食店営業,一般,6/2/22,6/2/22,7/31/27
ペンギンベーカリー秋田東通店,秋田市東通八丁目２－８,018-893-5631,株式会社　第一企画,新規,398,飲食店営業,一般,6/2/22,6/2/22,9/30/27
鶏笑　楢山店,秋田市楢山愛宕下４－２７,018-827-7729,髙橋秋典,新規,415,飲食店営業,一般,6/3/22,6/3/22,7/31/27
Ｒｏｏｍ　Ｋｅｉ,秋田市土崎港中央三丁目３－１８,018-846-3771,渡邉敏行,新規,414,飲食店営業,一般,6/3/22,6/3/22,5/31/28
ナイス　仁井田南店,秋田市仁井田本町五丁目６－６,018-826-1811,株式会社　ナイス,新規,426,食肉販売業,一般,6/9/22,6/9/22,6/30/28
ナイス　仁井田南店,秋田市仁井田本町五丁目６－６,018-826-1811,株式会社　ナイス,新規,427,菓子製造業,一般,6/9/22,6/9/22,6/30/28
焼肉・ホルモン・しょう吉,秋田市大町三丁目２－３０,018-883-3737,株式会社　エムズ・フード,新規,424,飲食店営業,一般,6/9/22,6/9/22,10/31/27
千歳,秋田市大町五丁目４－２７,,工藤友美,新規,423,飲食店営業,一般,6/9/22,6/9/22,10/31/27
（有）進藤冷菓,秋田市内一円（出店計画書のとおり）,,有限会社　進藤冷菓,新規,421,飲食店営業,仮設,6/9/22,6/21/22,6/20/27
どすてらばー　玉ちゃん,秋田市新屋豊町９－３３,,宇佐見玉子,新規,425,飲食店営業,一般,6/9/22,6/9/22,6/30/27
森九商店,秋田市新屋表町９－４０,018-828-2121,森川瑠美子,新規,432,食品の小分け業,一般,6/13/22,6/13/22,6/30/27
炭火焼　志庵,秋田市大町五丁目３－１３,018-863-7366,斉藤崇,新規,435,そうざい製造業,一般,6/13/22,6/13/22,10/31/27
秋田米飯給食事業協同組合,秋田市新屋天秤野８８－２５,018-865-1415,秋田米飯給食事業協同組合,新規,431,複合型そうざい製造業,一般,6/13/22,6/13/22,6/30/28
ランチ　くりた,秋田市新屋栗田町１１－１,018-888-8171,県立栗田支援学校,継続,429,飲食店営業,一般,6/13/22,7/1/22,6/30/28
一盃屋　まつよし,秋田市新屋割山町７－１１,,横山稔,継続,430,飲食店営業,一般,6/13/22,7/1/22,6/30/27
ＵＮＩＴＹ,秋田市山王五丁目３－１,,渡辺功,新規,433,飲食店営業,一般,6/13/22,6/13/22,4/30/28
米粉食堂,秋田市雄和妙法字糠塚１－１,,薩摩毅,新規,434,そうざい製造業,一般,6/13/22,6/13/22,8/31/27
ＢＢＱ　Ｐｌｕｓ＋,秋田市内,,伊藤智博,新規,437,飲食店営業,移動,6/14/22,6/14/22,5/31/28
レストラン関根屋,秋田市東通一丁目１－２６,018-833-6461,株式会社　関根屋,新規,441,飲食店営業,一般,6/15/22,6/15/22,9/30/27
レストラン関根屋,秋田市東通一丁目１－２６,018-833-6461,株式会社　関根屋,新規,440,食肉販売業,一般,6/15/22,6/15/22,9/30/27
しばらくや,秋田市内一円（出店計画書のとおり）,,川本英植,継続,443,飲食店営業,仮設,6/15/22,6/29/22,6/28/27
酒菜　ほん多　　,秋田市仁井田二ツ屋一丁目８－３６,018-825-0107,本田達也,継続,447,飲食店営業,一般,6/17/22,7/1/22,6/30/27
ファミリーマート　秋田牛島東五丁目店,秋田市牛島東五丁目３－２５,018-825-9580,有限会社　酒の福屋,継続,449,飲食店営業,一般,6/17/22,7/1/22,6/30/28
居酒屋　五丁目,秋田市牛島東五丁目５－１５,018-834-8565,吉田れん子,継続,446,飲食店営業,一般,6/17/22,7/1/22,6/30/27
うたごころ,秋田市仁井田新田二丁目１－１９,018-839-2010,播磨谷キエ子,継続,448,飲食店営業,一般,6/17/22,7/1/22,6/30/27
万喜,秋田市卸町二丁目２－７,,松橋泰美,継続,445,飲食店営業,一般,6/17/22,7/1/22,6/30/27
にくえもん,秋田市大町六丁目２－１３,,中村秀也,新規,451,飲食店営業,一般,6/17/22,6/17/22,10/31/27
Ｏｎｅ　ｍｅｍｏｒｙ（Ｂｏｎ　ｃａｆｅ）,秋田市新屋船場町３－１０,018-827-5064,社会福祉法人　一羊会,継続,454,飲食店営業,一般,6/20/22,7/1/22,6/30/28
南波精肉店,秋田市新屋元町１４－２６,018-828-4025,南波郁夫,継続,458,飲食店営業,一般,6/20/22,7/1/22,6/30/28
小料理　栄月,秋田市新屋元町１９－１０,018-828-4658,鎌田文子,継続,456,飲食店営業,一般,6/20/22,7/1/22,6/30/27
東北電力株式会社　雄峰寮,秋田市新屋鳥木町４－８,018-828-4888,株式会社　エルタス東北,継続,457,飲食店営業,一般,6/20/22,7/1/22,6/30/29
居酒屋　とりっこ　新屋店,秋田市新屋大川町１９－８５,018-828-8883,株式会社　佐々木洋服店,継続,455,飲食店営業,一般,6/20/22,7/1/22,6/30/28
食の舘　香味,秋田市内一円（出店計画書のとおり）,018-862-9936,保坂昌浩,新規,453,飲食店営業,仮設,6/20/22,6/21/22,6/20/27
ナイス　仁井田南店,秋田市仁井田本町五丁目６－６,018-826-1811,株式会社　ナイス,新規,459,魚介類販売業,一般,6/22/22,6/22/22,6/30/28
豆腐百景,秋田市将軍野南四丁目９－３１,018-853-6886,合同会社　うましき,新規,461,飲食店営業,一般,6/22/22,6/22/22,5/31/28
合同会社　一力,秋田市山王中園町３－８,018-863-7533,合同会社　一力,新規,460,食肉処理業,一般,6/22/22,6/22/22,4/30/28
ローソン秋田保戸野原の町店,秋田市保戸野原の町８－４３,018-867-8805,株式会社　Ｋ＆Ｋメルシ,新規,463,飲食店営業,簡易,6/22/22,6/22/22,1/31/28
田吾作,秋田市大町五丁目２－４３,,下石畑雅士,新規,462,飲食店営業,一般,6/22/22,6/22/22,10/31/27
むぎの音,秋田市牛島西三丁目１－２５－２,018-825-1006,佐々木直美,継続,469,菓子製造業,一般,6/23/22,7/1/22,6/30/28
果汁工房　果琳,秋田市御所野地蔵田一丁目１－１,018-829-3676,株式会社　青木商店,継続,466,飲食店営業,一般,6/23/22,7/1/22,6/30/28
ディッパーダン　イオンモール秋田店,秋田市御所野地蔵田一丁目１－１,018-838-7730,有限会社　ホッホー,継続,468,飲食店営業,一般,6/23/22,7/1/22,6/30/28
セブン－イレブン　秋田御所野堤台店,秋田市御所野堤台一丁目５－１－２,018-839-4022,加藤美沙子,継続,467,飲食店営業,一般,6/23/22,7/1/22,6/30/28
イオンスタイル御所野,秋田市御所野地蔵田一丁目１－１,018-889-6611,イオン東北株式会社,継続,470,そうざい製造業,一般,6/23/22,7/1/22,6/30/28
イオンスタイル御所野（イートイン）,秋田市御所野地蔵田一丁目１－１,018-889-6611,イオン東北株式会社,継続,471,飲食店営業,一般,6/23/22,7/1/22,6/30/28
カフェ　カーサ,秋田市御所野堤台二丁目６－９０,,古川牧子,継続,465,飲食店営業,一般,6/23/22,7/1/22,6/30/28
ほっかほっか亭秋田卸町店,秋田市卸町四丁目５－１７,018-823-1337,福田一美,継続,479,飲食店営業,一般,6/24/22,7/1/22,6/30/28
赤から　秋田山王店,秋田市山王三丁目５－３２,018-824-4180,株式会社　Ｂの会,新規,493,飲食店営業,一般,6/24/22,6/24/22,4/30/28
メフォス北日本　５０８０４号店,秋田市御所野下堤五丁目１－５,018-826-0651,株式会社　メフォス北日本,新規,488,飲食店営業,一般,6/24/22,6/24/22,6/30/28
メフォス北日本　５０８０５号店,秋田市御所野下堤五丁目１－７,018-826-0681,株式会社　メフォス北日本,新規,489,飲食店営業,一般,6/24/22,6/24/22,6/30/28
東北フジクラ社員食堂,秋田市御所野湯本五丁目１－２,018-826-1197,株式会社　藤給食センター,継続,486,飲食店営業,一般,6/24/22,7/1/22,6/30/28
合資会社　宮田製菓,秋田市牛島東五丁目６－２,018-833-4876,合資会社　宮田製菓,継続,487,菓子製造業,一般,6/24/22,7/1/22,6/30/27
